ptc1,sty1
rad3,rad26
rad3,chk1
rad3,cds1
rad26,pol1
mus81,cds1
orb6,mob2
spi1,dis3
pim1,dis3
swi6,epe1
mog1,nxt2
mog1,spi1
mog1,cid13
cdc10,pol5
mis13,mis12
spc7,mis12
rad60,rqh1
rad60,eme1
acp2,adf1
acp2,cdc3
acp2,ain1
acp2,cdc4
acp2,rng2
cut1,sty1
cut1,atf1
apn2,apn1
mal2,fta2
fta2,mis6
fta2,sim4
fta2,mis15
abc2,abc4
cdr1,wee1
cdr1,rad24
ran1,cdc11
ran1,spg1
ran1,sid1
chs2,cdc15
chs2,cdc4
imp2,chs2
cid12,bub1
cid12,cdc27
rad4,chk1
cds1,rad4
rqh1,mus81
rqh1,slx1
rqh1,slx4
rqh1,swi3
rqh1,swi1
rqh1,srs2
htb1,cnp1
htb1,mis6
htb1,mis12
htb1,dis1
htb1,dis2
htb1,clr6
htb1,pka1
cdc15,cdc16
swi6,psc3
swi6,psm1
swi6,ssl3
cut9,ssl3
ssl3,mis4
tsc2,cpp1
cpp1,cwp1
cpp1,spo9
cpp1,zfs1
cpp1,ykt6
cpp1,ste11
rho1,rho5
clr4,hht1
cyr1,git1
ypt3,ryh1
ryh1,ykt6
adf1,cdc3
adf1,cdc4
adf1,myo2
adf1,acp1
adf1,cdc7
nep1,mad2
swi5,rad55
for3,rho3
ubx3,rpn10
myo1,vrp1
sty1,sod2
cdc16,byr4
mes1,slp1
cid14,bub1
nse3,rad51
nse3,brc1
tsc2,rhb1
pim1,spi1
top1,top2
nse2,brc1
pcu4,spd1
its3,ptn1
fim1,acp1
ral2,ras1
sim4,cnp1
pms1,exo1
byr4,spg1
nse4,rad2
cut8,cut2
srs2,mus81
grx2,grx5
pof1,zip1
rem1,cig2
rad2,cdc1
rpn15,rpn11
rpn15,rpn12
swi6,rad21
pop1,rum1
nse1,brc1
nbs1,rad2
dna2,taz1
sal3,cdc25
ras1,zds1
ptr1,mpd2
wsp1,nak1
cdc2,spd1
cut7,klp2
cut8,cek1
mis12,ekc1
cdc12,acp2
ras1,byr4
ras1,gap1
cdc3,arc1
dis1,dsk1
cyr1,sds23
ran1,cgs1
mre11,rec10
rec12,nse1
rgf3,gyp10
cgs1,mei3
rpb6,tfs1
tea4,for3
cut20,cdc11
nuc2,cdc13
cdc18,cdt1
cdc25,wee1
cdc45,mcm2
cdc45,cdc22
cdc45,rad4
cdc45,mcm4
cdc45,rad3
byr4,par1
byr4,par2
spg1,par1
cdc10,mik1
cdc2,cdc10
rho4,nda3
cut9,cut1
cut9,cut2
cut2,cut4
cut2,nuc2
cut23,cut1
cut23,cut2
apc10,cut1
apc10,cut2
cut20,cut1
cut20,cut2
cut8,cut1
slp1,cut1
slp1,cut2
cut1,nuc2
cut1,cut4
cut9,rad24
cut9,rad25
orb6,skb1
ppb1,pmp1
taz1,rad3
taz1,bub1
taz1,rad52
taz1,cds1
taz1,top2
msh2,swi10
msh2,cmb1
cmb1,swi10
mts4,rhp23
mad2,bub1
rec8,rad21
ran1,rec8
ran1,rec12
top3,rad51
top3,rad54
top3,rad55
top3,rad52
cyr1,sxa2
top3,rqh1
tup11,tup12
sid2,bgs1
prp4,spp42
cut20,cgs1
cut20,cgs2
atf1,atf21
atf1,atf31
atf1,pcr1
atf1,zip1
cdc2,hsp90
trk1,sod2
trk1,pzh1
pms1,swi10
pms1,rhp14
cdc10,nda3
shk1,shk2
rpn12,rpn10
rpn10,atf1
rpn10,rpn11
rpn10,mts4
cpc2,ran1
csk1,mcs6
plo1,pom1
cdc25,skb1
wee1,shk1
wee1,skb1
rad24,mei2
eso1,mad2
eso1,mis4
eso1,rad21
eso1,rep1
eso1,res2
eso1,cdc10
eso1,cig2
eso1,cdc20
eso1,pcn1
myo2,myp2
cdc4,myo2
byr4,mob1
cdc16,mob1
spg1,mob1
cdr2,cdc13
cdr2,cdc2
its3,ppb1
cdr2,cdc25
mis3,cds1
wee1,mik1
wee1,mis3
mis3,cdc13
mis3,cdc25
mis3,dis2
cdc25,mpr1
cdc25,cdr1
cdc25,wis1
cdc7,spg1
cdc7,sce3
cdc7,rho1
cdc7,cdc8
pop2,rum1
cdc7,sid2
cdc11,spg1
cdc14,sid2
cdc14,spg1
sid4,spg1
sid4,sid2
cdc24,dna2
byr4,cdc7
cdc16,cdc7
shk1,orb6
cdc25,cut12
cds1,chk1
rhp41,rhp42
rhp41,rhp26
msh2,rhp41
msh2,rhp42
swi10,rev3
tor1,gad8
ksg1,gad8
sid4,scw1
spg1,scw1
cdc7,scw1
sid1,scw1
cdc14,scw1
sid2,scw1
mob1,scw1
bgs1,scw1
mis12,ppe1
mis12,gsk3
ppe1,gsk3
skb15,tea1
shk1,tea1
cdc2,cdc25
cdc16,dma1
res2,res1
cut4,sti1
cut4,cgs2
prp4,ubp15
ubp15,ubp5
atf1,pap1
ptc1,ptc3
ptc2,ptc1
ptc2,ptc3
ptc1,wis1
ptc3,wis1
moe1,int6
ras1,int6
krp1,isp6
krp1,psp3
krp1,yps1
krp1,pgp1
pck1,rho2
pck2,rho2
moe1,mal3
spi1,cut11
spi1,mal3
cut8,cut4
cut8,cut9
cut8,slp1
cut8,rpn12
cut8,dis2
alp6,alp4
alp4,mad2
mrc1,cds1
chk1,mrc1
cdc2,sum3
pin1,cdc25
pin1,wee1
par1,sid2
par1,mob1
par1,cdc16
cdc7,par1
cdc11,par1
spg1,pab1
cut7,pkl1
cut11,pkl1
rng3,myo2
slm9,cdr1
slm9,cdr2
chp1,swi6
chp1,clr4
ran1,rad24
pof3,cdc25
pof3,rad1
pof3,rad3
pof3,rad17
pof3,rad26
pof3,chk1
pof3,crb2
pof3,cds1
pms1,rad2
msh2,rad13
msh2,rad2
rad13,swi10
uve1,swi10
rad13,rad2
swi10,rad2
cdc14,hsp90
ran1,res1
fin1,mad2
fin1,bub1
cut12,fin1
cdc25,fin1
gst1,gst2
rad26,cid13
rad3,cid13
rad17,cid13
rad1,cid13
rad9,cid13
cds1,cid13
cdc2,cid13
efc25,moe1
efc25,tea1
moe1,ras1
moe1,scd1
tea1,ras1
tea1,scd1
meu13,rad3
meu13,rad17
meu13,cds1
meu13,mek1
rad17,dmc1
cdc13,top3
crb2,top3
crb2,rqh1
cdc13,rqh1
nuc2,apc10
ppe1,ppa2
ppe1,pck1
sep1,cdc4
res1,cdc10
rpn11,rpn12
rpn11,mts4
atb2,pac2
swi6,nda3
nda2,chp1
rad13,uve1
rad3,uve1
rhp26,uve1
alp11,alp21
alp11,alp1
alp21,alp1
smc6,brc1
smc6,fin1
smc6,top2
brc1,top2
pub1,sty1
tif45,cdc25
cdc16,zfs1
zfs1,wee1
cdc7,zfs1
cdc11,zfs1
cdc14,zfs1
spg1,zfs1
sid1,zfs1
sid2,zfs1
sid4,zfs1
mis4,cdc17
cdc1,cdm1
cdc6,cdm1
cdc27,cdm1
cdc24,cdm1
cdc2,suc1
cdc2,cdc13
